Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,540",La parrucchiera,"$168,790",-,-,"$168,790",100%
"1,541",Valley of Bones,"$168,738","$168,738",100%,-,-
"1,542",Verna,"$168,552",-,-,"$168,552",100%
"1,543",The Legend of Godstow,"$168,359",-,-,"$168,359",100%
"1,544",No Stone Unturned,"$167,730",-,-,"$167,730",100%
"1,545",Beauty and the Dogs,"$167,723","$8,915",5.3%,"$158,808",94.7%
"1,546",The Lost Brother,"$166,741",-,-,"$166,741",100%
"1,547",Le Tour: My Last 49 Days,"$166,564",-,-,"$166,564",100%
"1,548",The Day After,"$166,022","$24,746",14.9%,"$141,276",85.1%
"1,549",Small Town Killers,"$164,604",-,-,"$164,604",100%
"1,550",Tafash We Arb3een Harami,"$164,584",-,-,"$164,584",100%
"1,551",Slam,"$163,771",-,-,"$163,771",100%
"1,552",An Act of Defiance,"$163,150",-,-,"$163,150",100%
"1,553",Walking Out,"$162,445","$101,947",62.8%,"$60,498",37.2%
"1,554",Lila's Book,"$162,192",-,-,"$162,192",100%
"1,555",Jane,"$161,991",-,-,"$161,991",100%
"1,556",Kampterrein,"$161,424",-,-,"$161,424",100%
"1,557",Be Afraid,"$161,172",-,-,"$161,172",100%
"1,558",The Fantastic Family Hotel,"$160,926",-,-,"$160,926",100%
"1,559",Her Love Boils Bathwater,"$160,697",-,-,"$160,697",100%
"1,560",Autumn Sunshine,"$157,828",-,-,"$157,828",100%
"1,561",Caffè,"$157,683",-,-,"$157,683",100%
"1,562",Two Buddies and a Badger 2017 Re-release,"$157,091",-,-,"$157,091",100%
"1,563",Tainted Souls,"$156,819",-,-,"$156,819",100%
"1,564",Pure Hearts,"$156,302",-,-,"$156,302",100%
"1,565",Boonie Bears: Homeward Journey,"$156,002",-,-,"$156,002",100%
"1,566",El show de cejas pobladas,"$154,015",-,-,"$154,015",100%
"1,567",Vive por mí,"$153,505",-,-,"$153,505",100%
"1,568",Harmonium,"$153,283","$17,191",11.2%,"$136,092",88.8%
"1,569",Nane ile Limon: Kayip Zaman Yolcusu,"$152,887",-,-,"$152,887",100%
"1,570",Lupin the 3rd: Castle of Cagliostro 2017 Re-release,"$151,802","$142,425",93.8%,"$9,377",6.2%
"1,571",Stalin's Couch,"$151,589",-,-,"$151,589",100%
"1,572",Guest iin London,"$151,237",-,-,"$151,237",100%
"1,573",Unexpectedly Yours,"$151,225",-,-,"$151,225",100%
"1,574",Handle with Care,"$151,104",-,-,"$151,104",100%
"1,575",MCA Middle Class Abbayi,"$150,599",-,-,"$150,599",100%
"1,576",My Last Love,"$150,306",-,-,"$150,306",100%
"1,577",The Age of Blood,"$149,935",-,-,"$149,935",100%
"1,578",The Regulars,"$149,725",-,-,"$149,725",100%
"1,579",Ninnu Kori,"$149,229",-,-,"$149,229",100%
"1,580",Ma-li-an-neu-wa Ma-ga-let,"$148,466",-,-,"$148,466",100%
"1,581",Super Singh,"$148,071",-,-,"$148,071",100%
"1,582",Restless Creature: Wendy Whelan,"$147,780","$147,780",100%,-,-
"1,583",The Last Dalai Lama?,"$145,524","$145,524",100%,-,-
"1,584",Arjun Reddy,"$145,522",-,-,"$145,522",100%
"1,585",Three Days until Spring,"$145,214",-,-,"$145,214",100%
"1,586",Irving Berlin's Holiday Inn The Broadway Musical,"$144,550","$144,550",100%,-,-
"1,587",Thrissivaperoor Kliptham,"$143,972",-,-,"$143,972",100%
"1,588",The North of Peking,"$143,865",-,-,"$143,865",100%
"1,589",Deep Well,"$143,451",-,-,"$143,451",100%
"1,590",Kavan,"$142,784",-,-,"$142,784",100%
"1,591",Sole cuore amore,"$142,270",-,-,"$142,270",100%
"1,592",Solitaire,"$141,862",-,-,"$141,862",100%
"1,593",On the Pitch,"$141,578",-,-,"$141,578",100%
"1,594",Adventure Time with Finn & Jake: Islands Part 6: Min and Marty/Adventure Time with Finn & Jake: Islands Part 1: The Invitation/Adventure Time with Finn & Jake: Islands Part 7: Helpers/Adventure Time with Finn & Jake: Islands Part 4: Imaginary Resources/Adventure Time with Finn & Jake: Islands Part 5: Hide and Seek/Adventure Time with Finn & Jake: Islands Part 8: The Light Cloud/Adventure Time with Finn & Jake: Islands Part 3: Mysterious Island/Adventure Time with Finn & Jake: Islands Part 2: Whipple the Happy Dragon,"$141,529",-,-,"$141,529",100%
"1,595",Pa-wo-bae-teul Wa-chi-ka: Wa-chi-ga-myeon-ui Yeok-seup,"$140,484",-,-,"$140,484",100%
"1,596",Maacher Jhol,"$139,961",-,-,"$139,961",100%
"1,597",The Envelope,"$139,595",-,-,"$139,595",100%
"1,598",Intruders 2017 Re-release,"$138,510",-,-,"$138,510",100%
"1,599",Nikita Kozhemyaka,"$138,441",-,-,"$138,441",100%
"1,600",Sinyalciler: Son Aksam Yemegi,"$138,147",-,-,"$138,147",100%
"1,601",Thomas & Friends: Sodor's Legend of the Lost Treasure 2017 Re-release,"$137,455",-,-,"$137,455",100%
"1,602",The Osiris Child,"$135,532",-,-,"$135,532",100%
"1,603",Satan Said Dance,"$135,405",-,-,"$135,405",100%
"1,604",Hunting Emma,"$135,328",-,-,"$135,328",100%
"1,605",The Bolshoi Ballet: Live From Moscow - A Hero of Our Time,"$135,168","$104,837",77.6%,"$30,331",22.4%
"1,606",Pilgrimage,"$134,686",-,-,"$134,686",100%
"1,607",Hawaii,"$134,438",-,-,"$134,438",100%
"1,608",Hoggeren,"$134,067",-,-,"$134,067",100%
"1,609",One Thousand Ropes,"$133,761",-,-,"$133,761",100%
"1,610","Hare Krishna! The Mantra, the Movement and the Swami Who Started It","$133,006","$133,006",100%,-,-
"1,611",Predator 2017 Re-release,"$131,498",-,-,"$131,498",100%
"1,612",Vanamagan,"$131,461",-,-,"$131,461",100%
"1,613",Une vie ailleurs,"$130,910",-,-,"$130,910",100%
"1,614",Saab Bahadar,"$130,265",-,-,"$130,265",100%
"1,615",The Prince of Nothingwood,"$129,888",-,-,"$129,888",100%
"1,616",Bareilly Ki Barfi,"$129,454",-,-,"$129,454",100%
"1,617",Handsome Devil,"$129,391",-,-,"$129,391",100%
"1,618",Hometown on the Cloud,"$129,045",-,-,"$129,045",100%
"1,619",I Called Him Morgan,"$128,986","$128,986",100%,-,-
"1,620",The Circle 2017 Re-release,"$128,930",-,-,"$128,930",100%
"1,621",Nauryz Jam,"$128,376",-,-,"$128,376",100%
"1,622",The Worthy,"$127,839",-,-,"$127,839",100%
"1,623",Makala,"$127,271",-,-,"$127,271",100%
"1,624",Burst of Youth,"$127,225",-,-,"$127,225",100%
"1,625",Guardians of Oz 2017 Re-release,"$125,927",-,-,"$125,927",100%
"1,626",Realive,"$125,680",-,-,"$125,680",100%
"1,627",The B-Side: Elsa Dorfman's Portrait Photography,"$125,227","$125,227",100%,-,-
"1,628",Diane Has the Right Shape,"$125,220",-,-,"$125,220",100%
"1,629",Goon: Last of the Enforcers,"$124,875",-,-,"$124,875",100%
"1,630","Señorita María, la falda de la montaña","$124,865",-,-,"$124,865",100%
"1,631",Newness,"$124,783",-,-,"$124,783",100%
"1,632",Het doet zo zeer,"$124,343",-,-,"$124,343",100%
"1,633","Cometa: Him, His Dog and Their World","$123,090",-,-,"$123,090",100%
"1,634",Don't Take me Home,"$122,890",-,-,"$122,890",100%
"1,635",The Windmill,"$122,230",-,-,"$122,230",100%
"1,636",Tragedy Girls,"$122,211","$61,899",50.6%,"$60,312",49.4%
"1,637",Magalir Mattum,"$121,591",-,-,"$121,591",100%
"1,638",Snekker Andersen og Julenissen 2017 Re-release,"$121,145",-,-,"$121,145",100%
"1,639",Georgettan's Pooram,"$121,084",-,-,"$121,084",100%
"1,640",Like Crazy 2017 Re-release,"$120,920",-,-,"$120,920",100%
"1,641",Fight,"$120,354",-,-,"$120,354",100%
"1,642",Richie,"$119,473",-,-,"$119,473",100%
"1,643",Conor McGregor: Notorious,"$119,054",-,-,"$119,054",100%
"1,644",The Levelling,"$118,451","$3,040",2.6%,"$115,411",97.4%
"1,645",Lavakusha,"$117,850",-,-,"$117,850",100%
"1,646",Bir Nefes Yeter,"$116,587",-,-,"$116,587",100%
"1,647",Vimaanam,"$115,048",-,-,"$115,048",100%
"1,648",Nai-Kai-Jeow,"$114,960",-,-,"$114,960",100%
"1,649",Nejsledovanejsi,"$114,842",-,-,"$114,842",100%
"1,650",Seven Fright Nights,"$114,402",-,-,"$114,402",100%
"1,651",El peso de la ley,"$114,080",-,-,"$114,080",100%
"1,652",Escape from Stalin's Death Camp,"$113,934",-,-,"$113,934",100%
"1,653",The Broken Key,"$113,772",-,-,"$113,772",100%
"1,654","We Love You, Sally Carmichael!","$113,435","$113,435",100%,-,-
"1,655",Goodalochana,"$113,380",-,-,"$113,380",100%
"1,656",Kissing You,"$113,334",-,-,"$113,334",100%
"1,657",Abacus: Small Enough to Jail,"$113,278","$113,278",100%,-,-
"1,658",The Changeover,"$112,749",-,-,"$112,749",100%
"1,659",The Recall,"$112,357","$22,943",20.4%,"$89,414",79.6%
"1,660",Muzzikanti,"$112,337",-,-,"$112,337",100%
"1,661",The Running Actress,"$112,088",-,-,"$112,088",100%
"1,662",How Viktor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,"$112,071","$12,954",11.6%,"$99,117",88.4%
"1,663",Monopoly (The Bank of Luck),"$112,037",-,-,"$112,037",100%
"1,664",Rendel: Dark Vengeance,"$111,795",-,-,"$111,795",100%
"1,665",Endangered Species,"$111,756",-,-,"$111,756",100%
"1,666",Super Teacher,"$110,752",-,-,"$110,752",100%
"1,667",Honey Bee 2: Celebrations,"$110,736",-,-,"$110,736",100%
"1,668",Miluji te modre,"$110,294",-,-,"$110,294",100%
"1,669",The Trouble with Terkel,"$110,289","$110,289",100%,-,-
"1,670",The Poisoning Angel,"$109,862",-,-,"$109,862",100%
"1,671",The Fifth Element 2017 Re-release,"$109,786",-,-,"$109,786",100%
"1,672",Wedding Party 2,"$109,459","$11,140",10.2%,"$98,319",89.8%
"1,673",Corniche Kennedy,"$109,292",-,-,"$109,292",100%
"1,674",Nul is nie niks nie,"$109,117",-,-,"$109,117",100%
"1,675",The Lure,"$108,846","$101,657",93.4%,"$7,189",6.6%
"1,676",Boonie Bears: Robo-Rumble,"$108,097",-,-,"$108,097",100%
"1,677",Aby,"$107,969",-,-,"$107,969",100%
"1,678","Love, Cecil","$107,940","$106,057",98.3%,"$1,883",1.7%
"1,679",The Swan Princess: Royally Undercover,"$107,721",-,-,"$107,721",100%
"1,680",7 Years: Journalism Without Journalists,"$106,665",-,-,"$106,665",100%
"1,681",Sardar Mohammad,"$106,243",-,-,"$106,243",100%
"1,682",The Bachelors,"$106,212",-,-,"$106,212",100%
"1,683",BoBoiBoy: The Movie,"$106,066",-,-,"$106,066",100%
"1,684",One Step Behind the Seraphim,"$105,176",-,-,"$105,176",100%
"1,685",6.9 on the Richter Scale,"$105,000",-,-,"$105,000",100%
"1,686",Ovunque tu sarai,"$104,839",-,-,"$104,839",100%
"1,687",A Ciambra,"$104,808","$41,934",40%,"$62,874",60%
"1,688",Rangoon,"$104,174",-,-,"$104,174",100%
"1,689","Salaud, on t'aime. 2017 Re-release","$104,057",-,-,"$104,057",100%
"1,690",Prevenge,"$103,885",-,-,"$103,885",100%
"1,691",Doctor Who: Twice Upon a Time,"$103,709",-,-,"$103,709",100%
"1,692",From Japan to Egypt,"$103,468",-,-,"$103,468",100%
"1,693",The Pirates of Somalia,"$103,385",-,-,"$103,385",100%
"1,694",Tawai: A Voice from the Forest,"$102,701",-,-,"$102,701",100%
"1,695",Trainspotting 2017 Re-release,"$102,276",-,-,"$102,276",100%
"1,696",The Gracefield Incident,"$102,256",-,-,"$102,256",100%
"1,697","Snowflake, the White Gorilla 2017 Re-release","$102,214",-,-,"$102,214",100%
"1,698",Truenos,"$101,818",-,-,"$101,818",100%
"1,699",Glass Garden,"$101,686",-,-,"$101,686",100%
"1,700",LOVE by CHANCE,"$101,683",-,-,"$101,683",100%
"1,701",Miracle,"$101,080",-,-,"$101,080",100%
"1,702",Tiro libero,"$100,178",-,-,"$100,178",100%
"1,703",Amazona,"$99,990",-,-,"$99,990",100%
"1,704",Closeness,"$99,610",-,-,"$99,610",100%
"1,705",Aida's Secrets,"$98,468","$98,468",100%,-,-
"1,706",Blind,"$98,280","$12,522",12.7%,"$85,758",87.3%
"1,707",2001: A Space Odyssey 2017 Re-release,"$98,147",-,-,"$98,147",100%
"1,708",Jazz the Dog,"$98,105",-,-,"$98,105",100%
"1,709",Tim Timmerman: Hope of America,"$97,727","$97,727",100%,-,-
"1,710",Cinayet-i Ask,"$97,628",-,-,"$97,628",100%
"1,711",Shaadi Mein Zaroor Aana,"$97,154",-,-,"$97,154",100%
"1,712",Killing Jesus,"$96,912",-,-,"$96,912",100%
"1,713",Spasti Pushkina,"$96,589",-,-,"$96,589",100%
"1,714",Dina,"$96,524","$90,503",93.8%,"$6,021",6.2%
"1,715","Warren Miller's Here, There & Everywhere","$96,449",-,-,"$96,449",100%
"1,716",A Matter of Life and Death 2017 Re-release,"$96,176",-,-,"$96,176",100%
"1,717",All Nighter,"$96,162",-,-,"$96,162",100%
"1,718",Double Play,"$95,952",-,-,"$95,952",100%
"1,719",Felak,"$95,109",-,-,"$95,109",100%
"1,720",Die Tomorrow,"$95,040",-,-,"$95,040",100%
"1,721",Thupparivaalan,"$94,491",-,-,"$94,491",100%
"1,722",Keep Watching,"$94,178","$94,178",100%,-,-
"1,723",What a Beautiful Day 2017 Re-release,"$94,090",-,-,"$94,090",100%
"1,724",Paris Prestige,"$93,433",-,-,"$93,433",100%
"1,725",15+ IQ Krachoot,"$93,155",-,-,"$93,155",100%
"1,726",Malapata,"$93,039",-,-,"$93,039",100%
"1,727",Shimajiro and the Rainbow Oasis,"$93,001",-,-,"$93,001",100%
"1,728",A Ilha dos Cães,"$92,075",-,-,"$92,075",100%
"1,729",Ask Uykusu,"$91,460",-,-,"$91,460",100%
"1,730",Pulp Fiction 2017 Re-release,"$91,374",-,-,"$91,374",100%
"1,731",Comfort and Consolation in France,"$91,324",-,-,"$91,324",100%
"1,732",Sherlock Toms,"$91,196",-,-,"$91,196",100%
"1,733",Because of Grácia,"$90,878","$90,878",100%,-,-
"1,734",El-Qird Beyitkallem,"$90,850",-,-,"$90,850",100%
"1,735",Porto,"$90,849","$15,126",16.6%,"$75,723",83.4%
"1,736",Smaller and Smaller Circles,"$90,548",-,-,"$90,548",100%
"1,737",Proximity,"$89,884",-,-,"$89,884",100%
"1,738",Iz Ufy s lyubovyu,"$89,864",-,-,"$89,864",100%
"1,739",I Still Hide to Smoke,"$89,784",-,-,"$89,784",100%
"1,740",Her Sey Mümkün,"$89,479",-,-,"$89,479",100%
"1,741",Pieles,"$89,208",-,-,"$89,208",100%
"1,742",Night of the Living Dead,"$89,029","$89,029",100%,-,-
"1,743",Jupiter's Moon,"$89,019",-,-,"$89,019",100%
"1,744",Converso,"$88,850",-,-,"$88,850",100%
"1,745",Alamaara,"$88,327",-,-,"$88,327",100%
"1,746",The Dinner 2017 Re-release,"$87,843",-,-,"$87,843",100%
"1,747",Glory,"$87,728","$18,415",21%,"$69,313",79%
"1,748",Voice from the Stone,"$87,273",-,-,"$87,273",100%
"1,749",Dünyanin En Güzel Kokusu 2,"$86,884",-,-,"$86,884",100%
"1,750",Singularity,"$86,822","$4,176",4.8%,"$82,646",95.2%
"1,751",School Life,"$86,616","$37,381",43.2%,"$49,235",56.8%
"1,752",El Kharmouty,"$86,450",-,-,"$86,450",100%
"1,753",A Stray Goat,"$86,313",-,-,"$86,313",100%
"1,754",Mudbound,"$85,955",-,-,"$85,955",100%
"1,755",Casa Por Carcel,"$85,590",-,-,"$85,590",100%
"1,756",Jackals,"$85,410",-,-,"$85,410",100%
"1,757",Hypersomnia,"$84,893",-,-,"$84,893",100%
"1,758",Los Perros,"$84,353",-,-,"$84,353",100%
"1,759",Meciar,"$84,329",-,-,"$84,329",100%
"1,760",Chapter & Verse,"$84,147","$84,147",100%,-,-
"1,761",Big Village Lights,"$83,670",-,-,"$83,670",100%
"1,762",Honeymoon Plan,"$83,595",-,-,"$83,595",100%
"1,763",Lakshyam,"$82,599",-,-,"$82,599",100%
"1,764",Tatort: Tschiller: Off Duty 2017 Re-release,"$82,596",-,-,"$82,596",100%
"1,765","Paula Rego, Secrets & Stories","$82,245",-,-,"$82,245",100%
"1,766",Puthan Panam,"$82,067",-,-,"$82,067",100%
"1,767",Mad to Be Normal,"$81,725",-,-,"$81,725",100%
"1,768",Be Alarmed,"$81,557",-,-,"$81,557",100%
"1,769",Hotel Salvation,"$81,540",-,-,"$81,540",100%
"1,770",Shopkins World Vacation,"$81,279",-,-,"$81,279",100%
"1,771",Intrude the Widow Village at Midnight,"$81,191",-,-,"$81,191",100%
"1,772",Patel Ki Punjabi Shaadi,"$81,088",-,-,"$81,088",100%
"1,773",Lasciami per sempre,"$80,666",-,-,"$80,666",100%
"1,774",Sarvann,"$80,623",-,-,"$80,623",100%
"1,775",Killing Ground,"$80,051",-,-,"$80,051",100%
"1,776",Mystery Zone: soul Eating Hill,"$79,980",-,-,"$79,980",100%
"1,777",Bushwick,"$79,888",-,-,"$79,888",100%
"1,778",Bas Belasi,"$79,856",-,-,"$79,856",100%
"1,779",Peggy Guggenheim: Art Addict 2017 Re-release,"$79,818",-,-,"$79,818",100%
"1,780",Can't Say Goodbye,"$79,543",-,-,"$79,543",100%
"1,781",Alanis,"$79,172",-,-,"$79,172",100%
"1,782",Lanet: Ervah Cinleri,"$78,769",-,-,"$78,769",100%
"1,783",Firstborn,"$78,730",-,-,"$78,730",100%
"1,784",Good and Prosperous,"$78,538",-,-,"$78,538",100%
"1,785",Raabta,"$78,325",-,-,"$78,325",100%
"1,786",Harold and Lillian: A Hollywood Love Story,"$78,301","$78,301",100%,-,-
"1,787",The Ark of Disperata,"$78,266",-,-,"$78,266",100%
"1,788",C/O Saira Banu,"$78,132",-,-,"$78,132",100%
"1,789",11,"$78,066",-,-,"$78,066",100%
"1,790",Talento Millonario,"$77,589",-,-,"$77,589",100%
"1,791",Egg Plan,"$77,571",-,-,"$77,571",100%
"1,792",The Go-Betweens: Right Here,"$77,546",-,-,"$77,546",100%
"1,793",Firardayiz,"$77,534",-,-,"$77,534",100%
"1,794",A Brighter Summer Day,"$77,430",-,-,"$77,430",100%
"1,795",Pride 2017 Re-release,"$76,600",-,-,"$76,600",100%
"1,796",The Man Who Was Too Free,"$76,319",-,-,"$76,319",100%
"1,797",Zer,"$76,271",-,-,"$76,271",100%
"1,798",Broers,"$76,208",-,-,"$76,208",100%
"1,799",Rarandoi Veduka Chudham,"$75,705",-,-,"$75,705",100%
"1,800",Yongsoon,"$75,674",-,-,"$75,674",100%
"1,801",Venise sous la neige,"$75,023",-,-,"$75,023",100%
"1,802",Bill Nye: Science Guy,"$74,909","$74,909",100%,-,-
"1,803",Ip Man 3 2017 Re-release,"$74,680",-,-,"$74,680",100%
"1,804",The Poet and the Boy,"$74,371",-,-,"$74,371",100%
"1,805",Grain,"$74,017",-,-,"$74,017",100%
"1,806",Everyday Hero,"$73,772",-,-,"$73,772",100%
"1,807",Las Malcogidas,"$73,680",-,-,"$73,680",100%
"1,808",Rammstein in Amerika,"$73,592",-,-,"$73,592",100%
"1,809",Wait for Your Laugh,"$73,585","$73,585",100%,-,-
"1,810",Vengeance: A Love Story,"$73,270","$4,526",6.2%,"$68,744",93.8%
"1,811",Dancing Beethoven,"$73,240",-,-,"$73,240",100%
"1,812",Te Ata,"$73,236","$73,236",100%,-,-
"1,813",Buster's Mal Heart,"$73,121","$73,121",100%,-,-
"1,814",Headshot,"$73,010",-,-,"$73,010",100%
"1,815",Fein Qalby,"$72,973",-,-,"$72,973",100%
"1,816",Ona,"$72,909",-,-,"$72,909",100%
"1,817",Fog in August,"$72,895",-,-,"$72,895",100%
"1,818",Max 2: White House Hero,"$72,585",-,-,"$72,585",100%
"1,819",My Egg Boy,"$72,031",-,-,"$72,031",100%
"1,820",The Competition,"$71,870",-,-,"$71,870",100%
"1,821",Chicken People,"$71,723",-,-,"$71,723",100%
"1,822",M,"$71,313",-,-,"$71,313",100%
"1,823",Pullikkaran Staraa,"$71,225",-,-,"$71,225",100%
"1,824","Spirits' Homecoming, Unfinished Story","$71,158",-,-,"$71,158",100%
"1,825",Persona,"$71,126",-,-,"$71,126",100%
"1,826",Milice 2,"$70,639",-,-,"$70,639",100%
"1,827",Stars,"$69,875",-,-,"$69,875",100%
"1,828",Sealers: One Last Hunt,"$69,824",-,-,"$69,824",100%
"1,829",Turn It Around: The Story of East Bay Punk,"$69,787","$69,787",100%,-,-
"1,830",Mariposas Verdes,"$69,609",-,-,"$69,609",100%
"1,831",Vive,"$69,501",-,-,"$69,501",100%
"1,832",Into the Forest,"$69,311",-,-,"$69,311",100%
"1,833",Hotel Coolgardie,"$69,057",-,-,"$69,057",100%
"1,834",Kids For Rent,"$68,955",-,-,"$68,955",100%
"1,835",My Entire High School Sinking Into the Sea,"$68,883","$68,883",100%,-,-
"1,836",Sans adieu,"$68,761",-,-,"$68,761",100%
"1,837",Anchor and Hope,"$68,709",-,-,"$68,709",100%
"1,838",John Wick 2020 Re-release,"$68,655",-,-,"$68,655",100%
"1,839",Qarib Qarib Single,"$68,502",-,-,"$68,502",100%
"1,840",Alive and Kicking,"$68,485","$68,485",100%,-,-
"1,841",Summer in the Forest,"$67,743","$45,542",67.2%,"$22,201",32.8%
"1,842",That's Not Me,"$67,560",-,-,"$67,560",100%
"1,843",Premika,"$67,541",-,-,"$67,541",100%
"1,844",Fidaa,"$67,308",-,-,"$67,308",100%
"1,845",Finding Fatimah,"$67,172",-,-,"$67,172",100%
"1,846",De regreso al colegio,"$66,592",-,-,"$66,592",100%
"1,847",The Rules for Everything,"$66,318",-,-,"$66,318",100%
"1,848",Karuppan,"$66,101",-,-,"$66,101",100%
"1,849",Puriyaatha Puthir,"$65,796",-,-,"$65,796",100%
"1,850",Architects of Denial,"$65,424","$65,424",100%,-,-
"1,851",The Return,"$65,395",-,-,"$65,395",100%
"1,852",Love Revisited,"$65,270",-,-,"$65,270",100%
"1,853",Aana Alaralodalaral,"$64,939",-,-,"$64,939",100%
"1,854",Manolo: the Boy Who Made Shoes for Lizards,"$64,889","$60,056",92.6%,"$4,833",7.4%
"1,855",Rabb Da Radio,"$64,581",-,-,"$64,581",100%
"1,856",Brawl in Cell Block 99,"$64,453",-,-,"$64,453",100%
"1,857",Paris la blanche,"$64,384",-,-,"$64,384",100%
"1,858",Les mauvaises herbes,"$64,352",-,-,"$64,352",100%
"1,859",She is King,"$64,106",-,-,"$64,106",100%
"1,860",Bad Cat 2017 Re-release,"$64,010",-,-,"$64,010",100%
"1,861",The Jungle Book,"$63,803",-,-,"$63,803",100%
"1,862",Sheikh Jackson,"$63,798",-,-,"$63,798",100%
"1,863",To Love 2017 Re-release,"$63,773",-,-,"$63,773",100%
"1,864",Wallay,"$63,718",-,-,"$63,718",100%
"1,865",Equilibrium,"$63,579",-,-,"$63,579",100%
"1,866",House on Willow Street,"$63,514",-,-,"$63,514",100%
"1,867",The Robot Giant 2017 Re-release,"$63,321",-,-,"$63,321",100%
"1,868",Fat Girl Wedding,"$63,312",-,-,"$63,312",100%
"1,869",Women Soldiers,"$63,297",-,-,"$63,297",100%
"1,870",George Best: All by Himself,"$63,115",-,-,"$63,115",100%
"1,871",La mujer del animal,"$63,010",-,-,"$63,010",100%
"1,872",Vive la crise,"$62,742",-,-,"$62,742",100%
"1,873",Birds Are Singing in Kigali,"$62,670",-,-,"$62,670",100%
"1,874",Raphael - Lord of the Arts,"$62,487",-,-,"$62,487",100%
"1,875",The Tiger Hunter,"$62,398","$62,398",100%,-,-
"1,876",Birthday Card,"$62,184",-,-,"$62,184",100%
"1,877",666 Cin Musallati,"$61,590",-,-,"$61,590",100%
"1,878",1971: Beyond Borders,"$61,590",-,-,"$61,590",100%
"1,879",Semur: Seytanin Kabilesi,"$61,493",-,-,"$61,493",100%
"1,880",Donald Cried,"$61,406","$61,406",100%,-,-
"1,881",The Outcasts,"$61,250","$1,455",2.4%,"$59,795",97.6%
"1,882",The Untamed,"$61,249","$27,593",45.1%,"$33,656",54.9%
"1,883",The Sacrifice 2017 Re-release,"$61,018","$61,018",100%,-,-
"1,884",Inversion,"$60,737",-,-,"$60,737",100%
"1,885",Saklambac,"$60,725",-,-,"$60,725",100%
"1,886",My Heart Leaps Up,"$60,615",-,-,"$60,615",100%
"1,887",Doraemon: Nobita and the Space Heroes 2017 Re-release,"$60,589",-,-,"$60,589",100%
"1,888",A Perfect Day 2017 Re-release,"$60,251",-,-,"$60,251",100%
"1,889",Tongue Cutters,"$60,247",-,-,"$60,247",100%
"1,890",Symphony for Ana,"$60,179",-,-,"$60,179",100%
"1,891",Just One Drop,"$60,078","$60,078",100%,-,-
"1,892",Before Summer Ends,"$60,046",-,-,"$60,046",100%
"1,893",The Force,"$59,912","$59,912",100%,-,-
"1,894",Summertime 2017 Re-release,"$59,907",-,-,"$59,907",100%
"1,895",Bang! The Bert Berns Story,"$59,299","$59,299",100%,-,-
"1,896",Lost in London 2017 Re-release,"$58,900",-,-,"$58,900",100%
"1,897",The Catch,"$58,794",-,-,"$58,794",100%
"1,898",Thiruttu Payale 2,"$58,759",-,-,"$58,759",100%
"1,899",Voyage of the Southern Sun,"$58,657",-,-,"$58,657",100%
"1,900",Oskars Amerika,"$58,154",-,-,"$58,154",100%
"1,901",Rutan,"$58,098",-,-,"$58,098",100%
"1,902",Taklimakan's Drum Beat,"$58,026",-,-,"$58,026",100%
"1,903",The Boom,"$57,962","$57,962",100%,-,-
"1,904",Sangili Bungili Kadhava Thorae,"$57,605",-,-,"$57,605",100%
"1,905",Maradonapoli,"$57,389",-,-,"$57,389",100%
"1,906",Love of Hope,"$57,229",-,-,"$57,229",100%
"1,907",Rangreza,"$56,903",-,-,"$56,903",100%
"1,908",Tess,"$56,364",-,-,"$56,364",100%
"1,909",Noor,"$56,272",-,-,"$56,272",100%
"1,910",Pàtria,"$56,263",-,-,"$56,263",100%
"1,911",Saving Brinton,"$56,218","$56,218",100%,-,-
"1,912",The Day Will Come,"$56,187",-,-,"$56,187",100%
"1,913",False Confessions,"$56,165","$29,245",52.1%,"$26,920",47.9%
"1,914",Star Nextdoor,"$56,035",-,-,"$56,035",100%
"1,915",Shang Hun,"$55,966",-,-,"$55,966",100%
"1,916",Bu jian bu san,"$55,750",-,-,"$55,750",100%
"1,917",Disappearance,"$55,715",-,-,"$55,715",100%
"1,918",XX,"$55,668","$30,911",55.5%,"$24,757",44.5%
"1,919",Naam Shabana,"$55,429",-,-,"$55,429",100%
"1,920",Last Night,"$55,417",-,-,"$55,417",100%
"1,921",Kart Ahmar,"$55,266",-,-,"$55,266",100%
"1,922",Mil coses que faria per tu,"$55,181",-,-,"$55,181",100%
"1,923",Sinsiran: Yasak Ask,"$55,061",-,-,"$55,061",100%
"1,924",Between Worlds,"$54,941",-,-,"$54,941",100%
"1,925",City of Tiny Lights,"$54,903",-,-,"$54,903",100%
"1,926",Metallica: Quebec Magnetic,"$54,789",-,-,"$54,789",100%
"1,927",Paw Patrol: Mission Big Screen,"$54,731",-,-,"$54,731",100%
"1,928",Orecchie,"$54,681",-,-,"$54,681",100%
"1,929",Poyraz Karayel: Global Capital,"$54,455",-,-,"$54,455",100%
"1,930",Shining Moment,"$54,379",-,-,"$54,379",100%
"1,931",The Citizen,"$54,249",-,-,"$54,249",100%
"1,932",Journey to the Forbidden Valley,"$54,176",-,-,"$54,176",100%
"1,933",I Will Wait for You,"$53,835",-,-,"$53,835",100%
"1,934",One Night or Whole Life,"$53,487",-,-,"$53,487",100%
"1,935",Slipknot: Day of the Gusano,"$53,202",-,-,"$53,202",100%
