Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,091",Dolores,"$555,309","$555,309",100%,-,-
"1,092",Nikka Zaildar 2,"$554,305",-,-,"$554,305",100%
"1,093",The Venerable W.,"$554,098",-,-,"$554,098",100%
"1,094",Baby Phone,"$551,802",-,-,"$551,802",100%
"1,095",Palace of the Damned,"$547,134",-,-,"$547,134",100%
"1,096",Vikram Vedha,"$546,792",-,-,"$546,792",100%
"1,097",Eureka Seven: Hi-Evolution 1,"$546,384",-,-,"$546,384",100%
"1,098",Zahradnictví: Rodinný prítel,"$545,677",-,-,"$545,677",100%
"1,099",Kaip susigrazinti ja per 7 dienas,"$540,406",-,-,"$540,406",100%
"1,100",95,"$539,966",-,-,"$539,966",100%
"1,101",Lullaby Killer,"$539,954",-,-,"$539,954",100%
"1,102",Villain,"$538,997",-,-,"$538,997",100%
"1,103",Reis,"$538,551",-,-,"$538,551",100%
"1,104",Lyubov v Gorode Angelov,"$538,208",-,-,"$538,208",100%
"1,105",Parava,"$536,418",-,-,"$536,418",100%
"1,106",Weeds on Fire,"$536,012",-,-,"$536,012",100%
"1,107",O Fim da Inocência,"$535,954",-,-,"$535,954",100%
"1,108",Slumboy-Soi-Teeed,"$534,888",-,-,"$534,888",100%
"1,109",Cheers for the Youth,"$533,102",-,-,"$533,102",100%
"1,110",Lumière!,"$530,949",-,-,"$530,949",100%
"1,111","João, o Maestro","$528,837",-,-,"$528,837",100%
"1,112",Three Summers,"$526,047",-,-,"$526,047",100%
"1,113",Doraemon: Nobita and the Birth of Japan,"$521,938",-,-,"$521,938",100%
"1,114",Prebz og Dennis: The Movie,"$519,059",-,-,"$519,059",100%
"1,115",Trespass Against Us,"$517,197","$5,711",1.1%,"$511,486",98.9%
"1,116",Babam,"$515,309",-,-,"$515,309",100%
"1,117",Black Butler: Book of the Atlantic,"$511,132","$248,286",48.6%,"$262,846",51.4%
"1,118",Spievankovo a kralovna Harmonia,"$509,315",-,-,"$509,315",100%
"1,119","10,000 Miles","$508,820",-,-,"$508,820",100%
"1,120",Space Battleship Yamato 2202: Chapter of Departure,"$508,619",-,-,"$508,619",100%
"1,121",Una,"$508,169","$22,815",4.5%,"$485,354",95.5%
"1,122",Instant Hit of the Elephant Lin Wang,"$506,150",-,-,"$506,150",100%
"1,123",Gabriel and the Mountain,"$505,769","$18,415",3.6%,"$487,354",96.4%
"1,124",Djam,"$504,078",-,-,"$504,078",100%
"1,125",The Peppercorns and the Curse of the Black King,"$503,932",-,-,"$503,932",100%
"1,126",Letters from Baghdad,"$502,941","$359,735",71.5%,"$143,206",28.5%
"1,127",Chuck,"$502,518","$320,725",63.8%,"$181,793",36.2%
"1,128",Ava,"$497,676",-,-,"$497,676",100%
"1,129",Two Crowns,"$497,549",-,-,"$497,549",100%
"1,130",Beautiful Tomorrow,"$494,073",-,-,"$494,073",100%
"1,131","Lots of Kids, a Monkey and a Castle","$493,873",-,-,"$493,873",100%
"1,132",You Only Live Once,"$493,374",-,-,"$493,374",100%
"1,133",On Fallen Wings,"$492,189",-,-,"$492,189",100%
"1,134",Soul on a String,"$491,294","$3,669",0.7%,"$487,625",99.3%
"1,135",Zama,"$489,692","$200,600",41%,"$289,092",59%
"1,136",Beach Rats,"$486,623","$473,771",97.4%,"$12,852",2.6%
"1,137",Heist 2017 Re-release,"$482,729",-,-,"$482,729",100%
"1,138",The Journey,"$482,209","$155,475",32.2%,"$326,734",67.8%
"1,139",Evangelion: 2.0 You Can (Not) Advance/Evangelion: 1.0 You Are (Not) Alone/Evangelion: 3.0 You Can (Not) Redo,"$480,953",-,-,"$480,953",100%
"1,140",Broken Road,"$480,188",-,-,"$480,188",100%
"1,141",I Am Heath Ledger,"$479,054",-,-,"$479,054",100%
"1,142",Loue-moi!,"$478,454",-,-,"$478,454",100%
"1,143",G.E.M.: G-Force,"$476,613",-,-,"$476,613",100%
"1,144",Pepee: Birlik zamani,"$475,966",-,-,"$475,966",100%
"1,145",Ultraman Orb: Lend Me the Power of Bonds!,"$473,282",-,-,"$473,282",100%
"1,146",Huroob Ezterari,"$472,708",-,-,"$472,708",100%
"1,147",Going to Brazil,"$470,508",-,-,"$470,508",100%
"1,148",DCI 2017 Tour Premeire,"$467,817","$467,817",100%,-,-
"1,149",Spyder,"$467,720",-,-,"$467,720",100%
"1,150",Gomorroide,"$465,875",-,-,"$465,875",100%
"1,151",Super vacanze di Natale,"$465,211",-,-,"$465,211",100%
"1,152",Velipadinte Pusthakam,"$462,711",-,-,"$462,711",100%
"1,153",Jesus is Dead,"$462,345",-,-,"$462,345",100%
"1,154",Malasartes e o Duelo com a Morte,"$459,947",-,-,"$459,947",100%
"1,155",Eric Clapton: A Life in 12 Bars,"$459,088",-,-,"$459,088",100%
"1,156",Storm: Letters van Vuur,"$453,511",-,-,"$453,511",100%
"1,157",Sailor Moon R: The Movie: The Promise of the Rose,"$452,053","$452,053",100%,-,-
"1,158",Hedgehogs 2017 Re-release,"$452,044",-,-,"$452,044",100%
"1,159",Young Love Lost,"$451,772",-,-,"$451,772",100%
"1,160",Love Song of Huayao Thai,"$451,751",-,-,"$451,751",100%
"1,161",Wo de shi pian 2017 Re-release,"$451,030",-,-,"$451,030",100%
"1,162",Perfect Blue 2017 Re-release,"$450,594","$446,062",99%,"$4,532",1%
"1,163",Pearl Jam: Let's Play Two,"$450,273","$348,833",77.5%,"$101,440",22.5%
"1,164",Black Water 2017 Re-release,"$449,126",-,-,"$449,126",100%
"1,165",Before We Vanish,"$448,829","$52,087",11.6%,"$396,742",88.4%
"1,166",Oversize,"$447,809",-,-,"$447,809",100%
"1,167",The Truth About Love Is...,"$447,125",-,-,"$447,125",100%
"1,168",The Cell,"$445,054",-,-,"$445,054",100%
"1,169",Alles voor elkaar,"$444,139",-,-,"$444,139",100%
"1,170",Desire,"$442,472",-,-,"$442,472",100%
"1,171",Sami Blood,"$442,416",-,-,"$442,416",100%
"1,172",Jamaica,"$441,928",-,-,"$441,928",100%
"1,173",Nadie Sabe para quien trabaja,"$441,606",-,-,"$441,606",100%
"1,174",The Haunted Graduation Photo,"$439,839",-,-,"$439,839",100%
"1,175",The Muppet Christmas Carol 2017 Re-release,"$439,735",-,-,"$439,735",100%
"1,176",Cold Tango,"$437,592",-,-,"$437,592",100%
"1,177",Overdrive: Boy Meets Bicycle: Part 2,"$436,810",-,-,"$436,810",100%
"1,178",Velaiilla Pattadhari 2,"$436,124",-,-,"$436,124",100%
"1,179",Tatara Samurai,"$431,640",-,-,"$431,640",100%
"1,180",Bairavaa,"$429,872",-,-,"$429,872",100%
"1,181",Doru,"$429,595",-,-,"$429,595",100%
"1,182",On the Beach at Night Alone,"$429,159","$37,489",8.7%,"$391,670",91.3%
"1,183",Disc Fairy,"$429,028",-,-,"$429,028",100%
"1,184",My Happy Family,"$428,468",-,-,"$428,468",100%
"1,185",Bamse and the Witch's Daughter,"$428,140",-,-,"$428,140",100%
"1,186",The Treasure,"$427,431",-,-,"$427,431",100%
"1,187",Rilu Rilu Fairilu: Yosei no Door,"$426,298",-,-,"$426,298",100%
"1,188",Monolith,"$423,981",-,-,"$423,981",100%
"1,189",Montparnasse Bienvenüe,"$423,747",-,-,"$423,747",100%
"1,190",Bring on the Melody,"$418,787",-,-,"$418,787",100%
"1,191",Space Battleship Yamato 2202: Warriors of Love - Ch. 1,"$417,770",-,-,"$417,770",100%
"1,192",Spirit Touch Seventh Senses,"$416,698",-,-,"$416,698",100%
"1,193",Puppy Love,"$416,454",-,-,"$416,454",100%
"1,194",Manifesto,"$416,389","$161,101",38.7%,"$255,288",61.3%
"1,195",The Ottoman Lieutenant,"$413,844","$240,978",58.2%,"$172,866",41.8%
"1,196",Boyka: Undisputed,"$413,334",-,-,"$413,334",100%
"1,197",Vekh Baraatan Challiyan,"$412,905",-,-,"$412,905",100%
"1,198",Bob the Builder: Mega Machines,"$409,712",-,-,"$409,712",100%
"1,199",The Lord of the Rings: The Fellowship of the Ring 2017 Re-release,"$409,422",-,-,"$409,422",100%
"1,200","Love, Kennedy","$407,871","$407,871",100%,-,-
"1,201",Chasing Trane: The John Coltrane Documentary,"$406,284","$406,284",100%,-,-
"1,202",Finally Found Someone,"$405,968",-,-,"$405,968",100%
"1,203",PriPara: Everyone's Yearning Let's Go PriPari 2017 Re-release,"$401,489",-,-,"$401,489",100%
"1,204",Racer and the Jailbird,"$400,026","$46,337",11.6%,"$353,689",88.4%
"1,205",Berlin Syndrome,"$397,783","$28,660",7.2%,"$369,123",92.8%
"1,206",Childhood,"$397,544",-,-,"$397,544",100%
"1,207",Sofia the First: The Mystic Isles,"$393,828",-,-,"$393,828",100%
"1,208",Bubblegum,"$393,693",-,-,"$393,693",100%
"1,209",Sherlock: The Final Problem,"$392,512",-,-,"$392,512",100%
"1,210",Barbie Video Game Hero,"$391,583",-,-,"$391,583",100%
"1,211",Black Butterfly,"$391,431",-,-,"$391,431",100%
"1,212",Punjab Nahi Jaungi,"$390,998",-,-,"$390,998",100%
"1,213",The Last Prosecco,"$390,416",-,-,"$390,416",100%
"1,214",Voevoda,"$387,904",-,-,"$387,904",100%
"1,215",The Haunted Cinema 2,"$386,634",-,-,"$386,634",100%
"1,216",Brazilok,"$385,831",-,-,"$385,831",100%
"1,217",Samurai Cop,"$384,756","$384,756",100%,-,-
"1,218",Lover for a Day,"$383,872",-,-,"$383,872",100%
"1,219","Coconut, the Little Dragon 2017 Re-release","$383,647",-,-,"$383,647",100%
"1,220",Yellowbird 2017 Re-release,"$382,319",-,-,"$382,319",100%
"1,221",Digimon Adventure tri. Part 5: Coexistence,"$382,119","$52,339",13.7%,"$329,780",86.3%
"1,222",Ghost in the Shell: The New Movie 2017 Re-release,"$381,095",-,-,"$381,095",100%
"1,223",When Will You Return?,"$380,909",-,-,"$380,909",100%
"1,224",A Few Less Men,"$380,806",-,-,"$380,806",100%
"1,225",Radiance,"$380,560",-,-,"$380,560",100%
"1,226","Kolobanga. Hello, the Internet!","$379,371",-,-,"$379,371",100%
"1,227",I'll Push You: A Real-Life Inspiration,"$378,899","$378,899",100%,-,-
"1,228",Haunted Dormitory: White Paper Girl,"$378,192",-,-,"$378,192",100%
"1,229","Gostosas, Lindas e Sexies","$374,860",-,-,"$374,860",100%
"1,230",Bad Buzz,"$374,161",-,-,"$374,161",100%
"1,231",Touken Ranbu: Hanamaru - Makuai Kaisouroku,"$374,052",-,-,"$374,052",100%
"1,232",The Assignment,"$373,455",-,-,"$373,455",100%
"1,233",Adam Joan,"$373,271",-,-,"$373,271",100%
"1,234",Eloise,"$372,137",-,-,"$372,137",100%
"1,235",Stories of Love That Cannot Belong to This World,"$371,762",-,-,"$371,762",100%
"1,236",Eteros ego,"$371,528",-,-,"$371,528",100%
"1,237",Tera Intezaar,"$369,233",-,-,"$369,233",100%
"1,238",Chun jie xin ling: Zhu meng yan yi quan,"$368,543",-,-,"$368,543",100%
"1,239",Pecking Order,"$368,419",-,-,"$368,419",100%
"1,240",The Void,"$368,372","$151,042",41%,"$217,330",59%
"1,241",England Is Mine,"$366,802",-,-,"$366,802",100%
"1,242",Tigers Are Not Afraid,"$366,460",-,-,"$366,460",100%
"1,243",Orpheline,"$365,257",-,-,"$365,257",100%
"1,244",BOSTON: An American Running Story,"$364,369","$364,369",100%,-,-
"1,245",The Breadwinner,"$363,307","$312,381",86%,"$50,926",14%
"1,246",Hostages,"$363,259",-,-,"$363,259",100%
"1,247",Gold 2017 Re-release,"$363,016",-,-,"$363,016",100%
"1,248",Bullet Head,"$361,965",-,-,"$361,965",100%
"1,249",Law of the Land,"$361,117",-,-,"$361,117",100%
"1,250",Os Saltimbancos Trapalhões: Rumo a Hollywood,"$360,202",-,-,"$360,202",100%
"1,251",Cinderella the Cat,"$359,833",-,-,"$359,833",100%
"1,252",Disney Junior HalloVeen Party!,"$359,745","$359,745",100%,-,-
"1,253",Sarkar 3,"$358,928","$249,588",69.5%,"$109,340",30.5%
"1,254",Bordo Bereliler Suriye,"$355,830",-,-,"$355,830",100%
"1,255",Long Strange Trip - The Untold Story of The Grateful Dead,"$351,957","$351,957",100%,-,-
"1,256",Chocante,"$350,473",-,-,"$350,473",100%
"1,257",Tehran Taboo,"$349,886","$74,758",21.4%,"$275,128",78.6%
"1,258",First Kill,"$347,295",-,-,"$347,295",100%
"1,259",The Vault,"$346,729","$5,728",1.7%,"$341,001",98.3%
"1,260",Open Fire,"$346,515",-,-,"$346,515",100%
"1,261",Countdown to Canelo vs. Chavez Jr.,"$343,387","$343,387",100%,-,-
"1,262",Let Him Be a Basketball Player,"$342,040",-,-,"$342,040",100%
"1,263",Encounter Evil,"$341,673",-,-,"$341,673",100%
"1,264",Whitney: Can I Be Me,"$341,402",-,-,"$341,402",100%
"1,265",Zahradnictví: Nápadník,"$340,635",-,-,"$340,635",100%
"1,266",Bhoomi,"$339,925",-,-,"$339,925",100%
"1,267",Fishtales,"$339,486",-,-,"$339,486",100%
"1,268",King of Forest,"$338,690",-,-,"$338,690",100%
"1,269",Hans Zimmer: Live in Prague,"$338,043",-,-,"$338,043",100%
"1,270",Fight for Love,"$337,786",-,-,"$337,786",100%
"1,271",Detention Letter,"$337,770",-,-,"$337,770",100%
"1,272",Ice Mother,"$337,553",-,-,"$337,553",100%
"1,273",The Haunted Graduation Photo 2,"$337,323",-,-,"$337,323",100%
"1,274",Fun Mom Dinner,"$332,886",-,-,"$332,886",100%
"1,275",Youth Dinner,"$332,596",-,-,"$332,596",100%
"1,276",Don't Hang Up,"$332,571",-,-,"$332,571",100%
"1,277",Midnight Soul Road,"$332,041",-,-,"$332,041",100%
"1,278",Poilsiautojai: pavydo zaidynes,"$331,201",-,-,"$331,201",100%
"1,279",Return to Montauk,"$330,267",-,-,"$330,267",100%
"1,280",Sermon on the Mount,"$329,199",-,-,"$329,199",100%
"1,281",Plot 35,"$327,453",-,-,"$327,453",100%
"1,282",Sinbad and Mermaid Princess,"$326,961",-,-,"$326,961",100%
"1,283",Heartstone,"$326,736",-,-,"$326,736",100%
"1,284",Na uklady nie ma rady,"$325,906",-,-,"$325,906",100%
"1,285","Yo soy así, Tita de Buenos Aires","$325,785",-,-,"$325,785",100%
"1,286",7 jours pas plus,"$323,784",-,-,"$323,784",100%
"1,287",Ilk Opucuk,"$323,134",-,-,"$323,134",100%
"1,288",Citizen Jane: Battle for the City,"$323,124","$313,411",97%,"$9,713",3%
"1,289",Catch the Wind,"$322,016",-,-,"$322,016",100%
"1,290",Acts of Vengeance,"$320,705",-,-,"$320,705",100%
"1,291",Zahradnictví: Dezertér,"$319,237",-,-,"$319,237",100%
"1,292",Hangman's Game,"$318,438",-,-,"$318,438",100%
"1,293",Eliminators,"$317,827",-,-,"$317,827",100%
"1,294",The Third Wish,"$317,055",-,-,"$317,055",100%
"1,295",6 Days,"$316,946",-,-,"$316,946",100%
"1,296",To Love or Not to Love,"$316,528",-,-,"$316,528",100%
"1,297",Cantantes en Guerra,"$316,478",-,-,"$316,478",100%
"1,298",A Unicorn Adventure,"$316,358",-,-,"$316,358",100%
"1,299",Message from the King,"$315,132",-,-,"$315,132",100%
"1,300",Easy,"$315,081",-,-,"$315,081",100%
"1,301",Obit.,"$315,049","$315,049",100%,-,-
"1,302",Dead Awake 2017 Re-release,"$314,791",-,-,"$314,791",100%
"1,303",Where is the Township,"$313,957",-,-,"$313,957",100%
"1,304",Wonderland,"$313,808",-,-,"$313,808",100%
"1,305",Rakshadhikari Baiju Oppu,"$313,486",-,-,"$313,486",100%
"1,306",Zhgi!,"$313,100",-,-,"$313,100",100%
"1,307",Old Beast,"$311,678",-,-,"$311,678",100%
"1,308",David Lynch: The Art Life,"$311,470","$171,419",55%,"$140,051",45%
"1,309",Tueurs,"$309,477",-,-,"$309,477",100%
"1,310",Haraamkhor,"$309,264",-,-,"$309,264",100%
"1,311",CIA: Comrade in America,"$308,850",-,-,"$308,850",100%
"1,312",Our Patriots,"$308,121",-,-,"$308,121",100%
"1,313",The Lord of the Rings: The Return of the King 2017 Re-release,"$307,481",-,-,"$307,481",100%
"1,314",My Little Brother,"$303,219",-,-,"$303,219",100%
"1,315",The Lord of the Rings: The Two Towers 2017 Re-release,"$302,597",-,-,"$302,597",100%
"1,316",Deccal 2,"$301,933",-,-,"$301,933",100%
"1,317",Godha,"$301,447",-,-,"$301,447",100%
"1,318",Ceasefire,"$301,087",-,-,"$301,087",100%
"1,319",The Ring,"$300,741",-,-,"$300,741",100%
"1,320",Vuil Wasgoed,"$300,632",-,-,"$300,632",100%
"1,321",My Ex and Whys,"$300,412",-,-,"$300,412",100%
"1,322",The New Pinocchio,"$299,712",-,-,"$299,712",100%
"1,323",Filthy,"$298,075",-,-,"$298,075",100%
"1,324",National Theatre Live: Obsession,"$298,051",-,-,"$298,051",100%
"1,325",Anna Karenina,"$297,809",-,-,"$297,809",100%
"1,326",Órbita 9,"$297,682",-,-,"$297,682",100%
"1,327",Black Sabbath: The End Of The End,"$296,642",-,-,"$296,642",100%
"1,328",Kings Bay,"$296,392",-,-,"$296,392",100%
"1,329",Kurt Josef Wagle og mordmysteriet på Hurtigruta,"$295,848",-,-,"$295,848",100%
"1,330",Love.com,"$295,052",-,-,"$295,052",100%
"1,331",Sinister Circle 2017 Re-release,"$294,883",-,-,"$294,883",100%
"1,332",Aurora Borealis: Északi fény,"$294,713",-,-,"$294,713",100%
"1,333",Tigers,"$293,274",-,-,"$293,274",100%
"1,334",Rock My Heart,"$292,180",-,-,"$292,180",100%
"1,335",Punyalan Private Limited,"$290,502",-,-,"$290,502",100%
"1,336",Haikyu!! The Movie: Ending and Beginning 2017 Re-release,"$290,065",-,-,"$290,065",100%
"1,337",Where I've Never Lived,"$289,698",-,-,"$289,698",100%
"1,338",Breathing,"$289,527",-,-,"$289,527",100%
"1,339",Ghinionistul,"$289,145",-,-,"$289,145",100%
"1,340",Sachin - A Billion Dreams,"$288,557",-,-,"$288,557",100%
"1,341",Piccoli crimini coniugali,"$287,689",-,-,"$287,689",100%
"1,342",Deli Dumrul,"$285,843",-,-,"$285,843",100%
"1,343",Feng Menglong's Legend,"$285,714",-,-,"$285,714",100%
"1,344",Manje Bistre,"$285,656",-,-,"$285,656",100%
"1,345",Siam Square,"$284,842",-,-,"$284,842",100%
"1,346",Budapest Noir,"$283,704",-,-,"$283,704",100%
"1,347",The Chainbreakers,"$282,320",-,-,"$282,320",100%
"1,348",Despido procedente,"$281,157",-,-,"$281,157",100%
"1,349",The Saint,"$280,831",-,-,"$280,831",100%
"1,350",I Do... Until I Don't,"$280,668","$280,668",100%,-,-
"1,351","Lou Andreas-Salomé, The Audacity to be Free","$278,982","$12,875",4.6%,"$266,107",95.4%
"1,352",Fake Guardians,"$278,865",-,-,"$278,865",100%
"1,353",Elena of Avalor,"$277,986",-,-,"$277,986",100%
"1,354",Yanlis Anlama,"$276,894",-,-,"$276,894",100%
"1,355",The Mojicons,"$274,358",-,-,"$274,358",100%
"1,356",In Syria,"$273,873",-,-,"$273,873",100%
"1,357",The Hippopotamus,"$273,588",-,-,"$273,588",100%
"1,358",We'll Get Back to You,"$273,291",-,-,"$273,291",100%
"1,359",Becoming Who I Was,"$273,265",-,-,"$273,265",100%
"1,360",Chavela,"$272,842","$148,666",54.5%,"$124,176",45.5%
"1,361",Love Pret-a-porte,"$270,790",-,-,"$270,790",100%
"1,362",Stalker,"$269,881","$269,881",100%,-,-
"1,363",Salur Kazan: Zoraki Kahraman,"$268,791",-,-,"$268,791",100%
"1,364",Mune: Guardian of the Moon 2017 Re-release,"$268,678",-,-,"$268,678",100%
"1,365",Meri Pyaari Bindu,"$268,067",-,-,"$268,067",100%
"1,366",12A,"$266,664",-,-,"$266,664",100%
"1,367",Jacinta,"$266,230",-,-,"$266,230",100%
"1,368",Waru,"$265,893",-,-,"$265,893",100%
"1,369",Félicité,"$265,495","$12,433",4.7%,"$253,062",95.3%
"1,370",Bienvenue au Gondwana,"$265,474",-,-,"$265,474",100%
"1,371",Thomas & Friends: Journey Beyond Sodor,"$265,098",-,-,"$265,098",100%
"1,372","Daddy, Be with Me","$263,745",-,-,"$263,745",100%
"1,373",All My Goodness,"$263,728",-,-,"$263,728",100%
"1,374",Johnny Frank Garrett's Last Word,"$263,360",-,-,"$263,360",100%
"1,375",Kaatru Veliyidai,"$262,212",-,-,"$262,212",100%
"1,376",Half Girlfriend,"$261,597",-,-,"$261,597",100%
"1,377",They Call Me Jeeg 2017 Re-release,"$260,013",-,-,"$260,013",100%
"1,378",Los Oriyinales,"$259,974",-,-,"$259,974",100%
"1,379",No Ordinary Sheila,"$259,707",-,-,"$259,707",100%
"1,380",Inconceivable,"$259,635",-,-,"$259,635",100%
"1,381",Scribe,"$259,135",-,-,"$259,135",100%
"1,382",Vaselinetjie,"$258,777",-,-,"$258,777",100%
"1,383",Stratton,"$257,212",-,-,"$257,212",100%
"1,384",Resident Evil: Vendetta,"$256,320",-,-,"$256,320",100%
"1,385",Saint George,"$256,281",-,-,"$256,281",100%
"1,386",Friends Forever 2017 Re-release,"$254,888",-,-,"$254,888",100%
"1,387",Dean,"$254,536","$254,536",100%,-,-
"1,388",Dört Köse,"$252,656",-,-,"$252,656",100%
"1,389",Gook,"$251,541","$250,130",99.4%,"$1,411",0.6%
"1,390",Maatr,"$249,082",-,-,"$249,082",100%
"1,391",Band Aid,"$248,370","$248,370",100%,-,-
"1,392",I peggiori,"$248,126",-,-,"$248,126",100%
"1,393",Un conte peut en cacher un autre,"$245,300",-,-,"$245,300",100%
"1,394",The Chessplayer,"$244,806",-,-,"$244,806",100%
"1,395",Fiksiki: Bolshoi Sekret,"$244,439",-,-,"$244,439",100%
"1,396",Yasamak Güzel Sey,"$244,308",-,-,"$244,308",100%
"1,397",Until the Birds Return,"$244,065",-,-,"$244,065",100%
"1,398",¿En dónde están los ladrones?,"$244,047",-,-,"$244,047",100%
"1,399",29 + 1,"$243,251",-,-,"$243,251",100%
"1,400",Can't Help Falling in Love,"$242,563",-,-,"$242,563",100%
"1,401",Tomorrow and Thereafter,"$242,189",-,-,"$242,189",100%
"1,402",Real: O Plano por Trás da História,"$242,117",-,-,"$242,117",100%
"1,403",Comment j'ai rencontré mon père,"$241,565",-,-,"$241,565",100%
"1,404",Bekar Bekir,"$241,207",-,-,"$241,207",100%
"1,405",The Startup: Accendi il tuo futuro,"$239,735",-,-,"$239,735",100%
"1,406",Omnipresent,"$239,415",-,-,"$239,415",100%
"1,407",Crown Heights,"$238,558","$238,558",100%,-,-
"1,408",Theeran Adhigaram Ondru,"$238,484",-,-,"$238,484",100%
"1,409",American Satan,"$237,708","$237,708",100%,-,-
"1,410",The Hunter's Prayer,"$236,820",-,-,"$236,820",100%
"1,411",Home Team,"$236,550",-,-,"$236,550",100%
"1,412",Tell Me How I Die,"$235,208",-,-,"$235,208",100%
"1,413",The Frighten Studio,"$234,423",-,-,"$234,423",100%
"1,414",Hounds of Love,"$234,419",-,-,"$234,419",100%
"1,415",Little Shop of Horrors 2017 Re-release,"$233,865","$233,865",100%,-,-
"1,416",Mullewapp - Eine schöne Schweinerei,"$233,553",-,-,"$233,553",100%
"1,417",Octav,"$232,096",-,-,"$232,096",100%
"1,418",The Quartette,"$231,145",-,-,"$231,145",100%
"1,419",All for One,"$230,619",-,-,"$230,619",100%
"1,420",El Pais Mas Feliz Del Mundo,"$230,113",-,-,"$230,113",100%
"1,421",Sunday Holiday,"$228,878",-,-,"$228,878",100%
"1,422",Kalushi: The Story of Solomon Mahlangu,"$228,865",-,-,"$228,865",100%
"1,423",Let the Child Be the Guide,"$228,770",-,-,"$228,770",100%
"1,424",City of Ghosts,"$228,225","$128,015",56.1%,"$100,210",43.9%
"1,425",Jeremiah Tower: The Last Magnificent,"$228,153","$228,153",100%,-,-
"1,426",Katamarayudu,"$227,747",-,-,"$227,747",100%
"1,427",The Plan,"$227,321",-,-,"$227,321",100%
"1,428",Saranae Love You,"$226,238",-,-,"$226,238",100%
"1,429",Rumble: The Indians Who Rocked The World,"$226,006","$226,006",100%,-,-
"1,430",Fatima the Ultimate Mystery,"$224,441",-,-,"$224,441",100%
"1,431",Not on My Watch,"$224,347",-,-,"$224,347",100%
"1,432",Their Distance,"$223,795",-,-,"$223,795",100%
"1,433",Love and Lies,"$223,574",-,-,"$223,574",100%
"1,434",Take Every Wave: The Life of Laird Hamilton,"$223,301","$176,076",78.9%,"$47,225",21.1%
"1,435",After You're Gone,"$223,014",-,-,"$223,014",100%
"1,436",Chouquette,"$222,952",-,-,"$222,952",100%
"1,437",Kiwi Christmas,"$219,213",-,-,"$219,213",100%
"1,438",Fascinated Love,"$219,012",-,-,"$219,012",100%
"1,439",Operation Goldenshell,"$218,702",-,-,"$218,702",100%
"1,440",California Typewriter,"$218,563","$218,563",100%,-,-
"1,441",Haunted,"$215,092",-,-,"$215,092",100%
"1,442",Risk,"$214,669","$200,219",93.3%,"$14,450",6.7%
"1,443",Seven Sundays,"$214,641",-,-,"$214,641",100%
"1,444",Sing Song,"$214,193",-,-,"$214,193",100%
"1,445",Aa Gaya Hero,"$214,085",-,-,"$214,085",100%
"1,446",In Dubious Battle,"$213,982",-,-,"$213,982",100%
"1,447",Marjorie Prime,"$213,858","$180,608",84.5%,"$33,250",15.5%
"1,448",Fukri,"$213,858",-,-,"$213,858",100%
"1,449",Spy Eyes,"$213,635",-,-,"$213,635",100%
